text,class
انا اقترح وزن كل مسافر بعد وزن العفش،، وإذا كان فوق المعدل المسموح به... يدفع زيادة على كل كيلو شحم...,egypt
شكون هوما أدوم ﺗﻠقﺎهم زعمة في البلاصة الخالية كيما البحر,algeria
التافه والتافهة محلّمها قناة تافهة........الفتان  يجالس المبدعين في مجالس الابداع والثقافة والعاهرو العاهرة لهم مجالس اللواط والمساحقة,tunisia
دوك راهو هابط في الدروج,algeria
نجلاء انت ممثلة كبيرة و انا نحبك برشا و نتبعك برشا اما نقولك  الصوت و لغناء سيب عليك خليك في  دائرة التمثيل  يزي خليك محبوبة  ^_^,tunisia
قال لي رحتلو و قل له نهار لخميس نشا الله اني نعيط لك,algeria
وش راح اديري وحدة وحدة برك,algeria
و نصيحة لك، اللي بيته من زجاج .. ما يحدفش الناس بالطوب,egypt
قلتلو منك صح مازال مام با ما حلوش,algeria
ماشي كيما وقتنا حنا دوك اطورت الحالة,algeria
و كتكلي الخبز بوحدو,morocco
لا مجربتش ، كريمة,morocco
خدم الطوموبيل و مات,morocco
قالت لك حبيتي ترقدي,algeria
لا نهار الخميس غدي تمشي لي عرس,morocco
هذه الاذاعة الهولندية كأنها تحاول التحريض علي فعل حرب اهلية ولا ايه، وبعدين اهل البدو دول علي راسنا جميعا لانهم مننا واجمل شيء فيهم انهم علي فطرتهم وحياتهم اجمل وانزه حياة ولا نأخذ الاقلية بالعموم,egypt
هدا بداتو سوجي,algeria
الى الان مازالت سفاقه الجزائرين مستمره فهم لم يكفوا عن التطاول على اسيدهم فبد لا ما يوجهوا سمومهم واحقدهم الى هذا الفرنسى الذى ينتمى الى شعب اذلهم سنينا يتحولون الى ام الدنيا لكن عزاؤنا الوحيد اننا نحن الكبار,egypt
من احسن و ارقي الممثلين و كلامها ياسر تحفون,tunisia
كيما أك ولينا درك نعرفوا السياسة أديا علمتنا كل واحد يعول على روحه ما يعولش على وحدوخر بش يقرا,algeria
الحمد لله و انت,algeria
تحبي الغنى تاع يما انت,algeria
الفلوس بتغير النفوس يا سيد بهجوش,egypt
واحد يقلى العقيده فى القلب والتانى يقلى الدين الاسلامى ليس عقيده نهائية كأنه على اتصال بخالق الكون واتنمنى ان لاتكون من يتبع الاسلام واقول لهاؤلاء ابيتم ام لم تأبوا الاسلام هو الحل واخر الاديان ليوم الساعة وان واحدة ناقصة عقل ترتبط بشخص من غير دينها يلزم عليها الحد ولكن فى هذه الايام اشك ولكن فى الاخرة وتشرب جتها نيله ثابت امة لا الله الا الله وهوا ده الملهم وفين اهلها حد يترك كتاب الله وكلامه المبدع الواضح المفهوم قرائتا وسمعا ويذهب للطبول وهى شوية سنين وكله زائل ويسائل من ربك الله ما دينك الاسلام من نبيك نبى محمد ص وتيجى تقولى كل واحد يتصرف على هواه بلاش نضحك على بعض ولو كان موجود الزعيم جمال عبد الناصر او السادات مكناش سمعنا عن هذه الافعال القذرة وبعدين مش عايزينكم تدخلوا فى ديننا وكفايه علينا اهل المهجر واقول لهاؤلاء البنات خسرتوا الاخرة وخليكم فى الدنيا الزائله,egypt
إما أنا ماقالش ليا غادي نعيط ليه ولكن قال لي عيط ليه نت بوحدك,morocco
ممثل مبدع ربي اوفقك وبرافو علي كلامك,tunisia
لا بي الفلوس,morocco
كلاب سوق,tunisia
بصراحة عجبتني ليلة و خاصة في موظوع المثليين,tunisia
ناس بتعرف بتعرف تحترم اردة شعبها وتملك القوة للأعتراف بأخطائها الله يهدي رئيس حكومتنا,egypt
نهضاوي كلب كذاب ومنافق,tunisia
مزيان مكاين مشكيل ف دكشي,morocco
شفت وحد الفيلم يهبل شفتيه,algeria
فوزي بن قمرة انسان متميز سوي كفنان شعبي او كمنشد ديني... متربي و متالق ربي يوفقك,tunisia
اكبر طحان في تونس,tunisia
لو عاوز تصلح التعليم اصلح المعلمين يا سيادة لوزير واديهم حقهم بجد واعرف ان امدرس لما بيروح بيت الطالب ويتحط له الحاجة الساقعة وغيره ويمد ايده ياخد ظرف الفلوس من الطالب حاجات كتر بضيع في النص وانته دلوقتي مسؤول عن ايقاف مهزلة الدروس الخصوصية,egypt
تفووووووووه على هل المنظر حاشة خليقة ربي,tunisia
حار باباه كيف ماه يربيه داه لخالته باه يعيش مع ولادها خاطرماكش لاتي في الخدمة تيعه صباح و عشية,algeria
راهي مخبية تاعي هاديك,algeria
ربي يعيشك اني لقيت,algeria
وهمه الشباب حد ضربهم على ايديهم عشان يحضروا الحفلة,egypt
ما قريتيش في الجرانين,algeria
هو هكداك هو هكداك,morocco
"""بصراحة ممثلة ممتازة برشا ... _x000D_",tunisia
و جبتيلي وش قلت لك,algeria
أنا الشجاع قاهر فرنسا وحلف الأطلسي إنت مين,egypt
ياسي عبد الحميد راك باهي و ناجح,tunisia
هاه نورمالمون عندي وحدة بلوسيال بﻠﻴﺴﻲ راني نجيبها لها مش مشكل,algeria
كي جاء رايح ليه لقاه راح ليسونسيال كي بان هدا ما كان,algeria
الخط ما يديوش عليه تنين على تنين,algeria
أيا لكان هابط تقرى,algeria
ليوم كنت ف الجامعة,morocco
إي واحد متيعرفش الخوارزميات يقراها و يتعلمها,morocco
مكش متروبي,tunisia
وزير التربية ... قليل تربية,tunisia
قول قول واحد الكانز جور فايتة قبل ليفاكونس بشوية قبل ليفاكونس بسمانة,algeria
آه باسكو أختي كانت تقرا فاها,algeria
 : اللى سرب الفيديو لمكملين واحد من اللى حضروا الاعدام و هو اللى قال لمكملين على ان المتحدث العسكرى نشر صورهم و قالهم على تاريخ…,egypt
برا فو ا ريم مشا ء الله عايك انشا الله ديما متميز ه,tunisia
واش شفتي واش أنا خديت رقم هداك لي ساكن في داغوسة,morocco
اه حتى نرجس قالت لي علاش ما عرضتش خالتي قلت لها غدي تمشي دبا يعني دبا,morocco
رجل في زمن قل فيه الرجال.خاطر بحياتو اقل حاجه يكافؤه بخدمة ان شاءالله ربي معاااه,tunisia
أحكمي الوقت من الادان تاع العشاء حتى الادان تاع الصبح و اقسميه على تلاتة تخرجلك,algeria
عاش وانتصر الشعب العربى.-------- وهذا الكوبلية تغنية فايدة كامل.,egypt
زملكاوي محمود ابوالعلا,egypt
اﻟﭙﻮرتابل أو عندها,algeria
فهمتي هدشي,morocco
أحسبي عدد الحلقات و أضربيه في زوز قﻮلي وحد لميا و خمسين حلقة,algeria
مازالك تزهر كيما السبع,algeria
اتمنيت وليد التونسي اصرفق الخامج متاع شمس ابردلي فيه قلبي...مخمجوا و ما صح عينوا الشيخ الفاضل ايقلو ربي قال ايتاء هذا الفعل و التجاهر به حراااااام و هو يناقش و نطالب بحريتي....,tunisia
ولسه!!,egypt
ما جبتلناش التصاور  نشوفو مريومة كيفاش دايرة,algeria
ما شفتيش وش صرالي أ سارة,algeria
لو اللام ده صحيح امال تفسروا بايه حاله الضرابات المتكرره اتقى الله كله هيتحاسب امام الله,egypt
والله ساعات تهدر معايا في اللول بيان,algeria
بصح الواحد مايكرهش منه لخاطر معمر بالحكايات,algeria
و لوخرين يتفرجوا مساكن خايفين أكتر مني,algeria
قالي لالا ها نروح نحكم بلاصا في لانفي,algeria
