text,class
kankhaf nchouf men cherjem diali f TTb9a tania f ddar!,morocco
kan7ess besse8D,morocco
Moght w massit w dammi th9il mouch ta3 talvza,tunisia
"had sba7, wllbar7!",morocco
t7emmest bezzaf,morocco
5 tawani bla mytghawat 3lihom,morocco
bravo maysa,tunisia
chno drti?,morocco
fin ghatn3es?,morocco
Ma3alem,tunisia
"lmdina, kanchofha l3am kaml!",morocco
ttichourt ja8 Sghir bzzaf,morocco
wakha l massage o rum,morocco
mla 97ba 5555555,tunisia
mcha l 7emmam,morocco
Maseeeet,tunisia
mzyan mlli fkkerti fiha.,morocco
awwel simana,morocco
wach 3ndek lm9eSS,morocco
aykhasni nrja3 ldar flwa9t bach ngadd lghda ola ghadi iw9a3 lia nawbat anb9a nskhaf mra khra,morocco
wach khssna ndowwro?,morocco
yalah ndiro 7afl chiwa2 malaki,morocco
"Safi, chi bas makayn",morocco
t3ellemt ttorkiyya mn l2aflam,morocco
hh tekber w tansa,tunisia
walakin rah mor8i9 bzaf lnas b7ali,morocco
tfi ttelfaza,morocco
Ena n7beha,tunisia
"fchkeel, awlla?",morocco
imkan n9adro n7awlo onDarbo8om?,morocco
f lgarage,morocco
ba9i 3ndi lflos mn 3id miladi,morocco
wach 3andak menu?,morocco
8owwa koulchi bnnesba liyya,morocco
ta3asa,tunisia
3rfti chno,morocco
ideal bsara7a,tunisia
achmn naw3 dyal rra9S kaddir ?,morocco
bghiti chi haja matakol?,morocco
Rak masit rak lasit rak sel3a kal5a .......,tunisia
9eTTe3t cha3ri,morocco
ana kanTeyyeb daba,morocco
3afak hdr bchwia,morocco
fikra meziana!,morocco
"ye pute awel 7aja mekich inty w amthelk illi 3amlou l thawra 2 7aja 3mlna ""thawra"" bech 9awm lout yjiw ?? tfffiiih 3lik  w 3lihm m3ek :)",tunisia
knt kanchouf hadchi lmoddat khms snin,morocco
bghit nb9a fchams mazal chwiya,morocco
ghadi tjib lina chi mchrobat?,morocco
"ala kan hoa lli Sifto bach iSawbo, i9der tkon chi haja sa8la",morocco
7it ana ms2oul 3la wahd charika,morocco
kattouset aremet,tunisia
Nahabha,tunisia
Ma7Lah,tunisia
clash hhhhh tsthal,tunisia
kansali lkhedma bkri,morocco
Bayrem wa7dek.,tunisia
ghadi ikon dakchi sakhif,morocco
Saha lotfi enti lpatron wel kapou bravo 3lik frer,tunisia
"katmettel annak baghi t3rf kidaz nhari, ki kan7ess, 3layach kan9elleb f l7ayat?",morocco
kay3jbni ntmcha fhad nawa7i,morocco
kayberzTni,morocco
5arref,tunisia
wach katchof l7mar olkhdar bjouj dima?,morocco
nta aslan m3wa9 mn had na7ia,morocco
baraka 3liyya,morocco
wach kadan bila flmosta9bal maghadich y7tajo l atfal yt3almo ykatbo b stylowat o ghadi ysta3mo PC blasto,morocco
Mra tounsia b2tam ma3na lklima,tunisia
kandir ttamarin diali,morocco
bravo hanen,tunisia
"bTab3, imakan lia n3awnak ftanDim l7afla dyalk!",morocco
9tel l7ench,morocco
wach n9ddem lma9al 3la annaho waa9i3i olla nakhod wij8at naDar siyasia?,morocco
l8adaf 8owa n3llmk l3amal ka fari9,morocco
m3a chrab lbyed,morocco
"daz ki lwil... Sebbat 3lia chta f Tri9 lkhdma, o makan 3ndi bach nechchef 7wayji, iwa o b9it kandour nhar kaml b 7wayji fazguine.",morocco
mamstou yebis barcha,tunisia
Zayed m3alma bonne chance <3,tunisia
belehi eli ychouf comentaire ya3mel abonnement chaine jdida w nchalah bech nhabet feha barcha vediowet tout ce qui est info w design web,tunisia
9a7baaaaaaaasa tounsi men suisra,tunisia
tfih 3la halmanther lemgaleb,tunisia
3ndo ch3er Twil,morocco
wSlat.,morocco
o lfrmlyat makanoch far7anin 7it kays7ab lihom kant l3afya flmo2assasa,morocco
ana mirikani,morocco
ma3ndich lgana,morocco
derri zwin,morocco
ahya ach hadchi,morocco
llah 3la 7bibi mskin.,morocco
knt dima 3arf annaha bghatna nmoutou,morocco
kate3jebni l7fra d zzin,morocco
3ndek forSa we7da,morocco
"khasna n3arfo lmachakil dyal bsa7 li kaynin, oli makayninch",morocco
A9wa tha7ka mousalsal habla,tunisia
nta 3arf kikankhDm,morocco
moumkin ykoun 7sen,morocco
arkhes haja fi tounes houa l Ãªtre humain ndaoula garrouma ndepuis 10ans je bosse en france dans le domaine de btp toujours j entants deux mots que je l entend que chez nous les maghrÃ©bins surtout les tunisien nc l heure de manger ou bientÃ´t l heure pour la fin de poste nl european tu l entand dire bien Ã©coute il faut que j arrive Ã  finir ma tÃ¢che ou mon objectif journalier ou bien je fais une heure supplÃ©mentaire ou deux nje vous laisse comparer mes cher amis,tunisia
wach nta tourist?,morocco
nta makatbanch lia rach9a lik,morocco
Ma2sat,tunisia
ila kan hadchi likat9sad,morocco
bravo khir men nawfel,tunisia
hado wlad khti,morocco
achno kat9tare7?,morocco
cheh hhhhhhhh bravo miss,tunisia
La meilleure,tunisia
Bhim,tunisia
c vrais m3allem,tunisia
8adak rah cheffar,morocco
akhir mrra 7sit b7al ala w93at lia nawbat 8ala3,morocco
Sifto lia - ana ma7taj lklyan!,morocco
bgha yl3eb m3a S7abou,morocco
fikra meziana,morocco
rah kaydiro dakchi lmSla7tak,morocco
bghiti chi kas datay akhor?,morocco
achmn cocktail bghiti?,morocco
khliwna nkhatmo rajlina onghwto bjahd.,morocco
kaychreb l9e8wa f lbalkon,morocco
ah Tab3an,morocco
Mousalsel mouch normal ena nmout alih,tunisia
aktarya mli lmcha tahia kaat3mr bih!,morocco
tamyiz Dedd modminin dyal lko7ol!,morocco
Madame dorra walli bravoooo,tunisia
belikov alekher sadakni ty thesou maaked w yheb yal3ebha fehem kol chay d facon que laabed kol hachek me yeswew chay ken houwa kharya kbyra,tunisia
j adoooooore dédicace l baya zardi hhh,tunisia
Bravo a3jabtni,tunisia
wakha galt bila t9dr t3TTal,morocco
ma3ndich 2adna chekk,morocco
tyara,tunisia
Zina nmout 3lik,tunisia
8owwa fer7an,morocco
gahdi nakhad chwia akhor ila bghiti,morocco
imkn maT3am?,morocco
lkas khawi,morocco
tabarkaALLAH 3LIHA :),tunisia
achno kadan bli aykhasna ndiroh?,morocco
Rajil ou nos walid itounsi wilandalousi 9al ken is7i7,tunisia
idan ghadi nakhdo chwia dial lw9t kolla nhar ssimana ajjayya bach nraj3o jadawil darb,morocco
la machi ana.,morocco
khoud lik douch,morocco
9bel matmchi,morocco
"la, hadak dyali",morocco
NOUR CHIBA RAK WAHDEK FIL WAHRA WMAKIFEK 7AD DIMA SPECIAL BRAVO ET BONNE CONTINUATION,tunisia
chno li dart mnin ghbrat,morocco
t3edda 3liyya,morocco
7orra?,morocco
7na mSafrin,morocco
Masiit 3al a5ir,tunisia
8owwa Talyani,morocco
chokran 7it 3awntini!,morocco
ban liya hadchi bzaf,morocco
ghanmchi ljjame3,morocco
ana mam8tamch bra2y dyalk,morocco
matbkich,morocco
wach makatbghich ssi Jameson?,morocco
hadchi t9il chwiya bach tlbso,morocco
39lti 3la dik ll9Ta rra2i3a,morocco
Le kalba mafrouth tesm7 o5tha.,tunisia
"o ana kan9ad sandwich, khdit wa7d ta ana",morocco
fo9ach ghadi twSel?,morocco
walakin 7na mrta7in l3am kaml.,morocco
bntek,morocco
mol lbar drayaf bzaf,morocco
Ma7leh badour,tunisia
Chapeau walid,tunisia
3lach lla?,morocco
"ssmou7at tanbrzTk, walakin ana rah mkhlou3 bSS7",morocco
3sel had tefla,tunisia
"o daba, kaneSS7ek tkhdem mezian o tji simana jayya b rappor l zomala2 dialk.",morocco
Ja3four m3alem,tunisia
lgarro mamezyanch lsse77a,morocco
rabi ydamerkom nchalla,tunisia
dakchi 3lach hia momti3a lga3 afrad l3a2ila,morocco
j attendais romthan awards min 20 romthan kif wfew lmousalselslet lkol 7abit nchouf chkoun meilleur acteur w chkoun meilleur feuilleton nouba top top numb one sna mala abd lahmid bouchnek artisto,tunisia
mzyaana anani nchofak 7ta ana!,morocco
kandor fblasti mn ch7al hada,morocco
bravo :*,tunisia
Kadech nakrhou,tunisia
"o merra khra, fach tbghi ddir 7ajat mkhtalfin, katl9a rask kaddir lli bghiti.",morocco
Amsat mino ma famech,tunisia
ghadi ta7taj tfakarni,morocco
wach atb9a takol chwia ola aykhasak tmchi daba?,morocco
kan9der n9ra,morocco
"maklitihch, yak?",morocco
mkanfhamch bsa7 achni aykhasni ndir.,morocco
we9t akhor,morocco
"Mcharefna be7dhourek, m3allem :)",tunisia
Jabriiiiiii,tunisia
"raha oghniya dyal Lesey Gore mn ssttinat, khasak tsma3 liha f youtube",morocco
Hhhh toktil bravooo hanen,tunisia
kaouther el bardi prone les produits turques !!! quelle hypocrisie :,tunisia
RAW3A,tunisia
MALLA RAHA MIN BLID DEROUICHE,tunisia
ma3a dalik makankra8ch riwayat dyal jarima,morocco
Ja3four yasr tahoun,tunisia
n9adro nkhdmo ddo li f tilifoni,morocco
kimma katgoul,morocco
ach momkin ddir?,morocco
kheSSna ntfar9o,morocco
ana dima fmizaj khayb,morocco
chnou 8iyya 2a7san Tari9a dyal Tyab dl7em,morocco
mora l7arb l3alamiya lawla,morocco
9elle3,morocco
aykhasna n7awlo nl9aw lma9sora,morocco
mot do7k,tunisia
ghadi njib lik l9ahwa!,morocco
mcha ychri l7wayej,morocco
machi b3id,morocco
wach nti cava a 7biba?,morocco
mn ghir hadchi ana mosi9i dyal jazz,morocco
radikali!,morocco
Bravo meryouma,tunisia
wach safrti bzaf?,morocco
wach 3arf ch7al kayswa?,morocco
idan awwal haja ddirha hia tkhtar,morocco
kantsnna8 yji,morocco
kima kan mo9arar,morocco
"3mmerha, laykhellik.",morocco
achno kat9sad b X?,morocco
wach chfto Tbla joj?,morocco
wach kmmelti l9raya?,morocco
tTebla 9Sira?,morocco
s3ib nkhtar,morocco
jani lbard,morocco
behya,tunisia
"hadi 9hwa biDa, 7it ma3mrni de9tha.",morocco
rah dazt tlata dyal sway3,morocco
l m3allem,tunisia
sskhouniya rDDat l7lib 7ameD,morocco
khllina n3tiw ttisa3 l lbTTat,morocco
8ad lblaSa zwina,morocco
"olla lmerra jjaya ghankteb joj Sf7at, b7al 3omar lli jab 15.",morocco
ach kat9sad b toppings,morocco
katsaweb koktilat 8na?,morocco
"M3alem, ma l9ach rou7ou m3ah lotfi la3mari",tunisia
n9dro nkhdmo b dokhan bach ntwaslo f chifra dyal Morse.,morocco
"wakha, walakin wach kayn chi guide ghadi i3awnna?",morocco
i9dr izid imreD ktr!,morocco
ila makanch 3andak chi 7aja khra tgolha t8lla frask,morocco
kolchi hoa hadak.,morocco
Raw3a bravo karim,tunisia
bravo .,tunisia
hhhhhh masri masri,tunisia
"39elt 3lih, o beSSa7 kan dima kaydir fik chi choufat fchkel.",morocco
wach imkan lik ta3ti ga3 talaba ndadar?,morocco
Bravo sami c'est une belle chaine vraiment. W mousalsel raw3a trés bien,tunisia
ila kan 3endk,morocco
Mamestoo,tunisia
t9dar tjib liya m3ak chi 7aja man lma7al li f l9ont,morocco
Ma9al torbitooo!!!!,tunisia
nta romansi bezzaf,morocco
mn wij8at nnaDar dyali,morocco
ola ghi ba3d almrat?,morocco
ana kanTir bel fer7a,morocco
kifach bghiti tkhrj ljjrda fahd lyamat jjayyin?,morocco
chno kaytra fhad l a7lam dyalk?,morocco
"o aham men hadchi, had l3ala9a kant kaDDerek.",morocco
Maset lasettttttttttttttttt,tunisia
mÃ©chancetÃ© gratuite elle ressemble Ã  une ventouse et se crois belle idiote,tunisia
chokran lik,morocco
ola bjoj?,morocco
walakin nta kan 3ndk jtima3 S3ib,morocco
nta daba kadhak 3liya,morocco
Merga,tunisia
bravo klmou s7i7,tunisia
o mn ba3d ghdi nakhod iTro kaml!,morocco
jaweb f ttilifoun,morocco
"walakin kanbghi nkon hna, chokran.",morocco
bach fTerti?,morocco
ach had zzmer wa93?,morocco
"ah, ah, goliya 3liha",morocco
hada Abdallah,morocco
8adik jjakiTa jat m3ak mn dakchi,morocco
3iiib mouch haka !!!!!!,tunisia
chnou ljadid,morocco
ach drti lbar7?,morocco
#merith w #mounéfi9  jourthouma fil bléd,tunisia
2a7sen madda 3ndi hiyya lmaT,morocco
daba ngollih rah dowwerti,morocco
machi fikra meziana,morocco
hhhhhhhhhhhhhhhhh m3allém,tunisia
bllati nzid f SSouT,morocco
mat3a9bnich,morocco
"ahlan, ana bikhir chokran",morocco
ana mazal mamsta3dd,morocco
ghadi ikhssk ta7tafd b nabid o lgaro ka sirr,morocco
ma9aderch nSedde9,morocco
wach kat9bl carte bancaire,morocco
lkhoDra rkhiSa,morocco
Chab3a do7k,tunisia
chouf rani kan7awl nban zwin,morocco
bghiti lma ola l7lib,morocco
hoa mzowwej,morocco
3afak 7yyed SbbaTk,morocco
3maltou ri7a,tunisia
hadak ghadi ikon wa9t ghda 7azin lihom,morocco
katmrreDni,morocco
achna8owa lmochkil?,morocco
l8oudou2 lli kaysbe9 l3aSifa,morocco
wach flkhr tfara9ti m3a sa7bak?,morocco
nnamousiyya mori7a,morocco
7ssen ben thou3ben tfouh 3lik wa3la man walek,tunisia
Yeser maset Moch thamer 7ta taref  yaser b3ida 3lih el comedia,tunisia
hadi tts3oud o rb3,morocco
raso Sghir,morocco
"l mini jupe o sebbaT dial SSif, f chher 4, rah katghamri o Safi.",morocco
mnin hia,morocco
Ma5ibou lonti ly 3mltou,tunisia
tsabt blmarad lfaranci likayban mli kayb9aw rajlik itmalmlo.,morocco
makra8tch njarrab tasallo9,morocco
lmasa2il dyalk koull8a 8na,morocco
flous te7t TTebla,morocco
éli y7ébe rabi y7ote lake,tunisia
OSKETT A LA7ASS,tunisia
l9irch 7ayawan ma2i,morocco
chokran lik mra khra,morocco
"had l3chiya, m3amn 3andak maw3id?",morocco
sber,morocco
ghadi n3lmk,morocco
momkin n9tar7 3lik t8Der m3a nnas lli khddamin m3ak,morocco
WAHDAK YA AMIN,tunisia
walakin ma3ndich lflous bach nr7al ldar khra,morocco
aykhsna ncmhiw ldar,morocco
bravo hassen,tunisia
ghadi nmoutou kamlin!,morocco
Mamstou mo9ded mabldou marakou il est graaaaaave,tunisia
3tih bttisa3,morocco
hadchi mbrzaT bzaf,morocco
dakchi 3lach kan7as b7ala kantfaraj,morocco
ki kat7ess lyouma?,morocco
rawa3aa bzfff keep going,tunisia
ma3mmerha safrat 3la brra,morocco
"b9a, daba tchouf",morocco
bghit n3Tik kado,morocco
Bravo semi weli mouch 3ajbou ma3adech yetfarej,tunisia
dir lob f lkhlaT,morocco
n9dr nf8m,morocco
walakin machi hadchi lli 9Sedt,morocco
"hadchi S3ib, frask.",morocco
wach nta 8na bo7dk,morocco
ghir wsalna lchi blasa makadirch l7aka ba9i!,morocco
makay3jbonich lktouba dial arrossoum.,morocco
idan hoa ghaybghi inta9l ltma,morocco
ana kansawb biti,morocco
rah khaf,morocco
"tazyin, lmakla, lmosi9a o ay 7aja khra",morocco
kayl3eb l baskit m3ak?,morocco
nta wa3ar bzaf f khtira3 aTba9 khaSSa,morocco
imkan tl9a lwad,morocco
wach bghiti chi bonya?,morocco
achnahiya akhir 7aja 3a9l 3liha,morocco
hadi machi chi smiya fayt sam3 biha mn 9bal,morocco
pffffffffffffff mamstou 3abed rak masseta rak lasseta,tunisia
golli chno w9e3,morocco
artistou bravo,tunisia
man9darch nzgl8a.,morocco
bassem sankou7,tunisia
Hayeeel,tunisia
9errert manmchich l 2oroppa,morocco
JALOUL YA M3ALLEM,tunisia
3lliser dyalk,morocco
true,tunisia
M3lm,tunisia
Mala msata wtafhat wmasgrha,tunisia
"wakha, ghadi nakhdoh mn ba3d",morocco
Patron,tunisia
matskhkhench zzit bzzaf,morocco
Flop 3ale5rr !!,tunisia
kayb9a fiyya,morocco
wach ndir chwa dyal l7am o l7ot,morocco
wach T9der tgolli8 y3awed yttaSel biyya?,morocco
Ya3tikom wahef,tunisia
tayballia ana hoa lli khssni nmchi!,morocco
3rft annakom kathdro 3la lframj,morocco
Sout 7lou ahmed,tunisia
wayli?,morocco
"diri bzaf dyal lfarmaj, blkhoSous!",morocco
wach fkkerti f lista dyal nas lm3rouDin?,morocco
thabal,tunisia
imkan aykhasna nchofo chi moch3wid i3awna ndiro chi haja l chef dyali,morocco
mn l2a7san tzrab 7it rah 3ndna mandiro mazal,morocco
ma3ndich ljor2a,morocco
lklyan kano mbrzTin lia rassi lw9t kollo.,morocco
knt khayfa chwiya 7it galti bila knti ji3an o masbbe9tich lmakla,morocco
Masit,tunisia
Hhhhhhhhhhhhhh tho7ka birrasmi mil 9alib bravo ou layna7ikoum a3lina bon continuation,tunisia
kanDn kaykhaTo lmobarat fkora l9adam bin a7ya2 dyal lmdina,morocco
walakin ghadi nmchi m3ak fhadi,morocco
3Tani wa7ed lwer9a,morocco
Yaser hlou ma9tla tha7ek bsra7a hhhhhhhh,tunisia
kherjou8 men lkhedma,morocco
mala... atfooooooh,tunisia
Sefro mkhtalfa bzzaf 3la Rbat,morocco
walakin tfakart l2asasyat had lmra,morocco
wach wakhkha njerreb 8ad TTerbouch?,morocco
nta malak,morocco
kolchi wajd,morocco
3afattt,tunisia
Msata,tunisia
a3333333    nkraha,tunisia
3ndi mti7an ghdda,morocco
hadi llila lwla dyalo 8na,morocco
imken chi wahd fihoum,morocco
tantmenna ngueddo nkhrjo dghya!,morocco
n7ebou  ana  ye3jebni,tunisia
ddissir ra8oa ftllaja,morocco
hadchi machi 3adil.,morocco
"ahlan Sami, kifach rak dayar lyoma?",morocco
maghadich nkhli lik 7ta chi ta3li9 mazyan f Tripadvisor,morocco
sl3a gzez,tunisia
Mehdi Bouzoumita écoute,tunisia
8adi Tnachch dllil,morocco
Ahla  wlled  mofiyda,tunisia
"Ayah, ghadi ikoun 3la 7sab lkoktel.",morocco
fe9t bekri,morocco
kan7as 7san daba,morocco
oh chouf ana man9darch ntsna 7ta tchado,morocco
bghiti tmcha chwia?,morocco
thabeeeeeeeeeeeeeeel mazyenha,tunisia
ghadi tmet3i bl jow men daba chi simanat.,morocco
yalla8 n7taflou b 3id miladek,morocco
khod had ddwa,morocco
call him,morocco
"Salam, ayeh lyouma ljow zwin",morocco
kifach ghatkhelleS,morocco
longli dyali 3iyyana,morocco
ana bbou7di,morocco
kayban l2amr S3ib chwiya,morocco
kimma dima,morocco
3ndi sou2al bghit nsowwwlo lik,morocco
wach na9dar nzid chwiya dyal krafs ta howa,morocco
Ma5yebha,tunisia
southa mezyen w fanena mou7tarma,tunisia
sl3a pffffffffffffffffffffff,tunisia
"ah, tfDDel.",morocco
Eni n7ibha :) bravo kawther,tunisia
wach t9dr dir lia kika dyal frota wtzaw9ha btlj,morocco
wach drti hadchi 9bel?,morocco
mala tfaha...,tunisia
"Oh, walakin rah tant3ellem bzzaf",morocco
rak 3arfni m3a technology,morocco
makayn 7etta 7aja kate3jebni kter mn TTabkh lmeghribi,morocco
lkhdma dialk katban lia momti3a,morocco
wach kayl3eb l koura,morocco
kanDenn rah mzyana bzzaf,morocco
Berrasmi khiit lotfi,tunisia
achnahowa l code dial la carte bancaire dialk?,morocco
kolchi fayt l9yas bzaf,morocco
makandench,morocco
Amseet w amreth menou mariiiiitchhh,tunisia
vraiment bravo fahmi et bendirman j adooooooore,tunisia
ana mou7ami,morocco
achnahoa ATM?,morocco
chwiya mn8om bjouj.,morocco
kanDenn.,morocco
i9dr ikoun msmoum!,morocco
wach kat9blo Dollar?,morocco
"tankhdm bzzaf, dakchi lli taykhllini ndir khdmti mzyan.",morocco
"Sber, ta8ada kay3yyi",morocco
f7alat w9f lmas3ad bin twabi9,morocco
"Tfooooh, massi5",tunisia
"khaybat amal, fachal?",morocco
3jbatni khdemtk,morocco
zad ke77el8a,morocco
khellini nweDDe7 lik,morocco
o kan7athom 3la rjlihom kol mrra,morocco
"ljow zine, kayban lia annakhod chi conji.",morocco
Ma7lek W ma7le sotok W rabbi yechfik. Rabbi ma3k ️,tunisia
mouch blasto,tunisia
kan kays7abni bila kan basl o 7or,morocco
kan2amen b lla8,morocco
hram 3lik,tunisia
mcha 3lia Tobis,morocco
aktarya f amrica ljanobia fin kaynin 7ayawnat fchkel f ghabat amazon,morocco
maset laset majet chayyy rak manich 3aref kifah ydha7ek fel 3bed !!!!,tunisia
this song is addictive can t stop listening since this morning nbravo lawled,tunisia
ay 7aja mn ghir nb9a 7da lapisin.,morocco
imta ghechchit!,morocco
mahboula,tunisia
ana me7tar,morocco
llah y3emerha dar o kanDe77ekhom,morocco
ma7leha thbel,tunisia
lfi2a sosio 9tiSadia jjdida,morocco
8adi 2a7san 7aja cheft8a,morocco
wach mazal m3eTTel?,morocco
wach saliti?,morocco
ach kat9Sed b kanb9aw ghadyin?,morocco
"kantmana, l9aDia ghadya o kat7maD",morocco
rah darori nkhtabr l9ala9 dyalk,morocco
dyali kan mazyan,morocco
NUMERO 1 FIL MEZWED,tunisia
safi nmchiw ghdda,morocco
kanDenn hadi awwal mrra kantla9aw.,morocco
"kay3Tiwna ll7em, nna9l,o rrof9a",morocco
fin ghatmchi f 2oroppa?,morocco
khaSSek tchreb bzzaf dyal lma,morocco
jozef dh 1esmek yousef 2 oui nheb nchoufha 3 maw ken ma thebbech wala tghir wala ma isa3dekch kolha hia tetfaraj ou toskot no comment 4 monharef eni wallah zah kifech 3raft,tunisia
mo7al 7ta wach aykon 3ndi chi so2al 7it kanfhm ghir chwia,morocco
m3lem,tunisia
BRAVOOOOOOOOO WALID,tunisia
o ddo ra2i3 bezzaf.,morocco
kansta3melo dima,morocco
had TTri9 khawya,morocco
ghayntahi bina lmataf f7ayat bnadm,morocco
fia jjo3,morocco
torta dyal limon imkn?,morocco
lkhawf mn lfachal?,morocco
Ma7lka sami,tunisia
kifach ghadi y3awni ktabk bach nt8dden?,morocco
ya salam!,morocco
fin 8owwa SbbaTI,morocco
Wled  7oumti   w bravo wlh   :),tunisia
makay3jbnich,morocco
bssa7.,morocco
Behi mch 5aib,tunisia
Bravo semi yesser 7lowa 7al9et lyooooom,tunisia
anjrrbo lkharita dyal Google?,morocco
"bessa7, w9t twil hada.",morocco
kan7awl ndwz wa9t mori7 hna o kanfDDel mantbarzaTch,morocco
walakin makankhdmch mzyan flkher t simana,morocco
"lfikra hia nchofo ach ddar, o nfhmo 3lach ssansour khsr mrra khra",morocco
hadchi komik,morocco
ghadi tl9a tma 7ayawnat ktar mn had lmchach!,morocco
9talni bi dha7k. 5fif dam w ma yekberch,tunisia
kat9Sd mora jtima3ak,morocco
o ch7al hada bach nta mkellef?,morocco
khdeem 3e9lek,morocco
machghlich,morocco
howwa fa9ir,morocco
chi haja khra?,morocco
l7ob le79i9i mab9ach kayn,morocco
Yaseer masiiit w tafeeh wzid yakeel fil nabeez w sakiiit (_x000D_,tunisia
li w9e3 w9e3,morocco
7lib lma3ez,morocco
ana mat7amsa bzaf nchofha,morocco
mast rak barcha,tunisia
Ma7leh lensen kiyebda 3ala tabi3tou mouch normal thebbil hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,tunisia
zina bezzaf - a7san makayn flmdina!,morocco
tla9it dok li ty9llbo 3la d8eb flw9t li dwzt tmma,morocco
imkank t7at lmonto fl3la9 tma.,morocco
"ah, kanswel wach momkin nrmiw mn blassa 9riba",morocco
brabi titre de musique 4,tunisia
3alamiya,tunisia
fkkrni f l7fla li dwwzna l3am lifat,morocco
Rahou masit 7ata bilfanta mayet3adach,tunisia
"lso2 l7aD, tsala lwa9t dyalna, ja lwa9t lmarida dyali limn ba3d",morocco
Bravo louled sit 7lou barcha,tunisia
machi mo2kharan,morocco
sma3t bli argentine blad zwina tahya o3ndha manaDir Tabi3ia khallaba,morocco
